# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
2.407383697,0.0236,0.7859,0.6051,0.992
2.41002052,0.0246,0.7859,0.6042,0.992
2.414948177,0.0275,0.7869,0.6027,0.992
2.422483333,0.0270,0.7845,0.6037,0.990
2.425010729,0.0250,0.7864,0.6037,0.992
2.430669895,0.0221,0.7874,0.6086,0.995
2.434069062,0.0216,0.7874,0.6105,0.997
2.4374975,0.0216,0.7859,0.6120,0.996
2.440047031,0.0211,0.7859,0.6095,0.995
2.444599531,0.0211,0.7859,0.6100,0.995
2.448221927,0.0216,0.7830,0.6110,0.993
2.451038072,0.0206,0.7845,0.6125,0.995
2.455975208,0.0246,0.7835,0.6164,0.997
2.460678437,0.0236,0.7864,0.6183,1.001
2.467255937,0.0275,0.7850,0.6159,0.998
2.470431354,0.0260,0.7869,0.6125,0.998
2.473206718,0.0270,0.7859,0.6115,0.996
2.477918854,0.0255,0.7830,0.6135,0.995
2.481127447,0.0250,0.7830,0.6139,0.995
2.483673489,0.0241,0.7825,0.6159,0.996
2.48655401,0.0226,0.7840,0.6169,0.998
2.497173229,0.0211,0.7840,0.6164,0.997
2.506246458,0.0216,0.7850,0.6144,0.997
2.511286145,0.0270,0.7898,0.6091,0.998
2.515404114,0.0290,0.7903,0.6091,0.998
2.518118958,0.0260,0.7894,0.6071,0.996
2.523195104,0.0158,0.7820,0.6047,0.989
2.526281145,0.0167,0.7898,0.6110,0.999
2.530776406,0.0226,0.7947,0.6130,1.004
2.533356406,0.0236,0.7957,0.6115,1.004
2.536535677,0.0236,0.7977,0.6076,1.003
2.540493072,0.0255,0.8011,0.6017,1.002
2.544642395,0.0260,0.8065,0.5993,1.005
2.550430937,0.0236,0.8050,0.5949,1.001
2.555065625,0.0221,0.8025,0.5915,0.997
2.558387708,0.0192,0.8016,0.5900,0.995
2.563254895,0.0153,0.7972,0.5934,0.994
2.566614895,0.0148,0.7942,0.5959,0.993
2.570796666,0.0138,0.7894,0.5993,0.991
2.575669583,0.0158,0.7884,0.6027,0.992
2.578652395,0.0177,0.7874,0.6037,0.992
2.583392447,0.0192,0.7854,0.6071,0.993
2.591565624,0.0197,0.7850,0.6086,0.993
2.597316249,0.0226,0.7850,0.6125,0.996
2.609285781,0.0231,0.7850,0.6139,0.997
2.613685364,0.0241,0.7840,0.6154,0.997
2.616132291,0.0260,0.7859,0.6174,1.000
2.623021093,0.0241,0.7840,0.6198,1.000
2.626658749,0.0250,0.7840,0.6242,1.002
2.632309583,0.0290,0.7840,0.6276,1.005
2.635372187,0.0304,0.7850,0.6281,1.006
2.638476406,0.0304,0.7859,0.6247,1.004
2.641386979,0.0319,0.7869,0.6252,1.006
2.646270781,0.0309,0.7854,0.6188,1.000
2.651795104,0.0299,0.7874,0.6130,0.998
2.656026354,0.0299,0.7879,0.6115,0.998
2.658564687,0.0285,0.7889,0.6081,0.996
2.661125312,0.0290,0.7898,0.6076,0.997
2.663714895,0.0294,0.7903,0.6076,0.997
2.666732968,0.0285,0.7889,0.6061,0.995
2.671865104,0.0280,0.7874,0.6032,0.992
2.678500052,0.0270,0.7869,0.5998,0.990
2.681088593,0.0260,0.7874,0.5944,0.987
2.683937135,0.0265,0.7869,0.5924,0.985
2.686861562,0.0250,0.7874,0.5895,0.984
2.695593124,0.0241,0.7864,0.5905,0.984
2.705003489,0.0231,0.7903,0.5954,0.990
2.708816197,0.0206,0.7908,0.5998,0.993
2.711865937,0.0197,0.7908,0.6012,0.994
2.71638427,0.0192,0.7884,0.6042,0.993
2.719316249,0.0202,0.7879,0.6037,0.993
2.724146197,0.0177,0.7864,0.6027,0.991
2.729501927,0.0182,0.7850,0.6003,0.988
2.734383958,0.0187,0.7840,0.5978,0.986
2.739562447,0.0202,0.7835,0.5983,0.986
2.753856562,0.0192,0.7835,0.6007,0.987
2.756960416,0.0172,0.7874,0.6007,0.991
2.761666406,0.0206,0.7869,0.6032,0.992
2.768114791,0.0202,0.7894,0.6066,0.996
2.773834218,0.0231,0.7962,0.6144,1.006
2.777988229,0.0241,0.7962,0.6164,1.007
2.781673229,0.0211,0.7977,0.6149,1.007
2.784697604,0.0206,0.7981,0.6154,1.008
2.790446354,0.0148,0.8025,0.6159,1.012
2.79835526,0.0104,0.8069,0.6159,1.015
2.802869843,0.0031,0.8069,0.6193,1.017
2.805366093,0.0021,0.8050,0.6208,1.017
2.810628593,-0.0004,0.8016,0.6227,1.015
2.814796458,0.0026,0.7977,0.6242,1.013
2.818628645,0.0050,0.7952,0.6232,1.010
2.82229526,0.0079,0.7903,0.6193,1.004
2.825304218,0.0109,0.7894,0.6198,1.004
2.82834901,0.0123,0.7874,0.6198,1.002
2.832624791,0.0162,0.7845,0.6174,0.998
2.837945729,0.0192,0.7830,0.6164,0.997
2.842120624,0.0255,0.7801,0.6159,0.994
2.845226979,0.0290,0.7791,0.6139,0.992
2.856177135,0.0304,0.7766,0.6154,0.991
2.859695729,0.0304,0.7771,0.6081,0.987
2.862372291,0.0319,0.7776,0.6061,0.986
2.867460781,0.0309,0.7786,0.6022,0.985
2.870027187,0.0319,0.7776,0.6012,0.983
2.874612343,0.0294,0.7786,0.5968,0.981
2.877148072,0.0299,0.7796,0.5959,0.982
2.882149426,0.0290,0.7825,0.5910,0.981
2.88962026,0.0260,0.7884,0.5900,0.985
2.893730104,0.0241,0.7923,0.5861,0.986
2.898006093,0.0241,0.7938,0.5890,0.989
2.903322291,0.0211,0.7957,0.5910,0.991
2.908620572,0.0187,0.7967,0.5924,0.993
2.911830208,0.0182,0.7972,0.5959,0.995
2.915409531,0.0167,0.7967,0.5968,0.996
2.918012968,0.0167,0.7962,0.5983,0.996
2.923855624,0.0177,0.7947,0.6022,0.997
2.929743958,0.0158,0.7928,0.6037,0.997
2.933368072,0.0182,0.7894,0.6086,0.997
2.936149426,0.0211,0.7908,0.6095,0.999
2.938661145,0.0202,0.7898,0.6125,1.000
2.94423401,0.0206,0.7889,0.6169,1.002
2.948542864,0.0202,0.7874,0.6218,1.003
2.951553072,0.0192,0.7879,0.6237,1.005
2.962851666,0.0148,0.7898,0.6257,1.008
2.966143749,0.0084,0.7894,0.6208,1.004
2.969395208,0.0079,0.7894,0.6213,1.005
2.973916354,0.0089,0.7894,0.6227,1.005
2.980385937,0.0089,0.7889,0.6213,1.004
2.984105729,0.0094,0.7874,0.6208,1.003
2.998272812,0.0079,0.7854,0.6193,1.000
3.014196145,0.0123,0.7864,0.6105,0.996
3.019237343,0.0162,0.7889,0.5993,0.991
3.023798854,0.0211,0.7884,0.5934,0.987
3.026357916,0.0216,0.7884,0.5929,0.987
3.029152708,0.0226,0.7889,0.5939,0.988
3.034149166,0.0236,0.7879,0.5949,0.988
3.038421093,0.0246,0.7898,0.5988,0.991
3.041001666,0.0246,0.7894,0.5968,0.990
3.043732864,0.0241,0.7903,0.5978,0.991
3.046725103,0.0246,0.7889,0.5959,0.989
3.049231926,0.0241,0.7889,0.5954,0.989
3.051890364,0.0226,0.7884,0.5959,0.988
3.056366041,0.0206,0.7889,0.5934,0.987
3.060777239,0.0211,0.7879,0.5920,0.986
3.064587708,0.0202,0.7869,0.5920,0.985
3.068112968,0.0182,0.7874,0.5905,0.984
3.072494478,0.0187,0.7874,0.5895,0.984
3.077595312,0.0167,0.7879,0.5924,0.986
3.080305364,0.0177,0.7874,0.5939,0.986
3.084764374,0.0162,0.7889,0.5920,0.986
3.094958489,0.0148,0.7903,0.5939,0.989
3.099303124,0.0123,0.7908,0.6007,0.993
3.111995312,0.0133,0.7913,0.6022,0.994
3.117214531,0.0148,0.7933,0.6154,1.004
3.123209478,0.0162,0.7928,0.6159,1.004
3.126754843,0.0153,0.7918,0.6174,1.004
3.131113124,0.0143,0.7928,0.6213,1.007
3.134893228,0.0123,0.7898,0.6222,1.006
3.139695728,0.0094,0.7898,0.6252,1.007
3.142193437,0.0070,0.7898,0.6276,1.009
3.144935468,0.0065,0.7898,0.6296,1.010
3.15047776,0.0045,0.7889,0.6306,1.010
3.15491401,0.0021,0.7898,0.6310,1.011
3.158851614,0.0031,0.7898,0.6306,1.011
3.164868593,0.0021,0.7898,0.6325,1.012
3.167449478,0.0031,0.7913,0.6320,1.013
3.170324635,0.0055,0.7894,0.6330,1.012
3.174716093,0.0060,0.7908,0.6325,1.013
3.179597343,0.0099,0.7918,0.6281,1.011
3.184061562,0.0099,0.7898,0.6208,1.005
3.187095468,0.0118,0.7894,0.6169,1.002
3.191500885,0.0109,0.7898,0.6154,1.001
3.196071406,0.0114,0.7918,0.6115,1.001
3.201324166,0.0123,0.7903,0.6091,0.998
3.204114374,0.0128,0.7898,0.6056,0.995
3.208471406,0.0148,0.7898,0.6042,0.995
3.21360052,0.0158,0.7898,0.5998,0.992
3.217325416,0.0153,0.7898,0.5949,0.989
3.222846874,0.0182,0.7884,0.5939,0.987
3.226652291,0.0177,0.7874,0.5924,0.986
3.232671874,0.0187,0.7884,0.5934,0.987
3.236700156,0.0167,0.7869,0.5929,0.985
3.241028853,0.0172,0.7894,0.5920,0.987
3.244002343,0.0177,0.7898,0.5944,0.989
3.248316249,0.0158,0.7898,0.5939,0.988
3.253559635,0.0162,0.7908,0.5964,0.991
3.25792276,0.0133,0.7903,0.5978,0.991
3.263249478,0.0123,0.7952,0.6042,0.999
3.268413801,0.0084,0.7947,0.6056,0.999
3.272519583,0.0075,0.7928,0.6071,0.999
3.275609843,0.0075,0.7923,0.6076,0.998
3.280205208,0.0060,0.7918,0.6076,0.998
3.282845833,0.0055,0.7938,0.6091,1.001
3.289378697,0.0079,0.7903,0.6081,0.997
3.297702708,0.0060,0.7938,0.6100,1.001
3.301904218,0.0089,0.7923,0.6081,0.999
3.306167708,0.0099,0.7903,0.6081,0.997
3.308837499,0.0128,0.7894,0.6056,0.995
3.312340312,0.0148,0.7889,0.6071,0.996
3.31541276,0.0177,0.7859,0.6071,0.993
3.317939687,0.0187,0.7854,0.6086,0.994
3.322519374,0.0202,0.7869,0.6105,0.996
3.328256822,0.0202,0.7845,0.6100,0.994
3.332728541,0.0202,0.7864,0.6086,0.995
3.337286249,0.0172,0.7884,0.6061,0.995
3.343089687,0.0153,0.7923,0.6022,0.995
3.348241458,0.0114,0.7947,0.5983,0.995
3.353630364,0.0084,0.7957,0.5939,0.993
3.356597655,0.0075,0.7962,0.5939,0.993
3.360799478,0.0089,0.7952,0.5959,0.994
3.365639895,0.0094,0.7947,0.5964,0.994
3.371143228,0.0099,0.7933,0.5954,0.992
3.376892812,0.0133,0.7908,0.5959,0.990
3.382529218,0.0148,0.7898,0.5968,0.990
3.385439583,0.0177,0.7898,0.5954,0.989
3.388121301,0.0182,0.7889,0.5959,0.989
3.399261301,0.0172,0.7884,0.5959,0.988
3.404085728,0.0172,0.7889,0.6012,0.992
3.408506562,0.0162,0.7884,0.6012,0.992
3.413793645,0.0177,0.7864,0.6056,0.993
3.418219478,0.0182,0.7864,0.6051,0.992
3.420740885,0.0167,0.7845,0.6066,0.992
3.423248228,0.0167,0.7850,0.6076,0.993
3.42575552,0.0158,0.7845,0.6076,0.992
3.429230676,0.0133,0.7840,0.6071,0.992
3.433165833,0.0123,0.7845,0.6095,0.994
3.435872447,0.0128,0.7850,0.6086,0.993
3.442440885,0.0133,0.7864,0.6100,0.995
3.447087343,0.0148,0.7884,0.6105,0.997
3.450044635,0.0162,0.7894,0.6120,0.999
3.454469739,0.0118,0.7898,0.6125,1.000
3.457984426,0.0109,0.7898,0.6169,1.002
3.461211301,0.0079,0.7879,0.6174,1.001
3.463966718,0.0040,0.7859,0.6169,0.999
3.469226457,0.0006,0.7864,0.6232,1.003
3.473980728,0.0114,0.7957,0.6345,1.018
3.482735312,0.0182,0.8011,0.6306,1.020
3.48635802,0.0221,0.8021,0.6193,1.014
3.495221145,0.0221,0.8006,0.6144,1.009
3.498062082,0.0143,0.7981,0.6076,1.003
3.502974322,0.0084,0.7942,0.6076,1.000
3.508016614,0.0050,0.7884,0.6086,0.996
3.512943176,0.0050,0.7864,0.6125,0.997
3.51853552,0.0040,0.7825,0.6144,0.995
3.52403401,0.0060,0.7815,0.6135,0.994
3.526584166,0.0060,0.7825,0.6125,0.994
3.530229791,0.0075,0.7825,0.6125,0.994
3.534708957,0.0104,0.7850,0.6091,0.994
3.537327082,0.0104,0.7859,0.6076,0.993
3.54355203,0.0109,0.7898,0.6047,0.995
3.546626301,0.0104,0.7913,0.6051,0.996
3.549764114,0.0094,0.7928,0.6066,0.998
3.55521927,0.0084,0.7942,0.6051,0.999
3.559132343,0.0055,0.7952,0.6056,1.000
3.561989218,0.0060,0.7962,0.6027,0.999
3.564730416,0.0050,0.7962,0.6007,0.997
3.568452916,0.0055,0.7957,0.6003,0.997
3.571771249,0.0075,0.7967,0.5968,0.995
3.576149947,0.0094,0.7913,0.5949,0.990
3.581079791,0.0118,0.7928,0.5944,0.991
3.58370651,0.0143,0.7933,0.5929,0.990
3.594845572,0.0162,0.7938,0.5934,0.991
3.599927499,0.0177,0.7908,0.5885,0.986
3.611035312,0.0177,0.7913,0.5905,0.988
3.613722968,0.0123,0.7889,0.5968,0.989
3.616227603,0.0114,0.7894,0.5968,0.990
3.619179895,0.0099,0.7889,0.5993,0.991
3.624303176,0.0089,0.7923,0.6056,0.997
3.63003802,0.0070,0.7952,0.6042,0.999
3.634362603,0.0050,0.7967,0.6061,1.001
3.637308593,0.0060,0.7962,0.6066,1.001
3.641681926,0.0065,0.7972,0.6105,1.004
3.644578853,0.0065,0.7977,0.6115,1.005
3.648762135,0.0065,0.7972,0.6149,1.007
3.65209177,0.0050,0.7972,0.6154,1.007
3.655151822,0.0075,0.7967,0.6149,1.006
3.658603489,0.0070,0.7962,0.6125,1.005
3.662480728,0.0070,0.7928,0.6081,0.999
3.666023853,0.0065,0.7933,0.6071,0.999
3.670557655,0.0060,0.7923,0.6027,0.995
3.675202655,0.0104,0.7908,0.5978,0.991
3.678570207,0.0114,0.7903,0.5968,0.990
3.681635937,0.0143,0.7879,0.5949,0.987
3.684242759,0.0158,0.7869,0.5954,0.987
3.687041353,0.0167,0.7869,0.5934,0.986
3.693112082,0.0197,0.7854,0.5949,0.985
3.69567427,0.0231,0.7869,0.5983,0.989
3.699028853,0.0231,0.7864,0.5973,0.988
3.707050416,0.0211,0.7869,0.5983,0.989
3.710260572,0.0192,0.7898,0.5993,0.992
3.714251457,0.0158,0.7908,0.5968,0.991
3.71682552,0.0162,0.7918,0.5973,0.992
3.719573332,0.0167,0.7923,0.5983,0.993
3.723827551,0.0138,0.7918,0.5973,0.992
3.726728749,0.0104,0.7942,0.5998,0.995
3.732575259,0.0094,0.7952,0.6027,0.998
3.735558905,0.0084,0.7952,0.6047,0.999
3.740605155,0.0065,0.7952,0.6061,1.000
3.743470989,0.0060,0.7947,0.6061,1.000
3.746396457,0.0065,0.7933,0.6051,0.998
3.749999947,0.0065,0.7923,0.6051,0.997
3.752534999,0.0055,0.7933,0.6032,0.997
3.757004062,0.0084,0.7933,0.6051,0.998
3.766332395,0.0075,0.7933,0.6042,0.997
3.770070884,0.0109,0.7918,0.6056,0.997
3.77316802,0.0138,0.7898,0.6066,0.996
3.775763801,0.0133,0.7898,0.6091,0.997
3.782796093,0.0148,0.7879,0.6100,0.997
3.786225676,0.0167,0.7894,0.6100,0.998
3.790492968,0.0197,0.7859,0.6100,0.995
3.795116197,0.0187,0.7859,0.6056,0.992
3.797946822,0.0192,0.7864,0.6051,0.992
3.80060177,0.0177,0.7874,0.6051,0.993
3.803312759,0.0162,0.7884,0.6047,0.994
3.808150468,0.0128,0.7889,0.6051,0.994
3.812281249,0.0114,0.7923,0.6105,1.000
3.81814177,0.0079,0.7923,0.6115,1.001
3.820707864,0.0075,0.7918,0.6125,1.001
3.825357447,0.0065,0.7962,0.6139,1.005
3.83054802,0.0045,0.7986,0.6130,1.007
3.835599791,0.0026,0.7967,0.6125,1.005
3.841015051,0.0031,0.8001,0.6130,1.008
3.843963332,0.0011,0.7967,0.6100,1.003
3.848443645,0.0021,0.7986,0.6086,1.004
3.852312291,0.0026,0.7967,0.6066,1.001
3.855471874,0.0021,0.7972,0.6032,1.000
3.861860259,0.0040,0.7957,0.6027,0.998
3.865329895,0.0050,0.7947,0.5993,0.995
3.868878593,0.0070,0.7933,0.5968,0.993
3.873395312,0.0089,0.7913,0.5964,0.991
3.876684322,0.0089,0.7903,0.5959,0.990
3.879562499,0.0099,0.7913,0.5959,0.991
3.882651562,0.0153,0.7898,0.5993,0.992
3.891575259,0.0162,0.7918,0.6012,0.994
3.898370624,0.0167,0.7903,0.5983,0.991
3.905419322,0.0192,0.7908,0.5924,0.988
3.910347655,0.0167,0.7889,0.5910,0.986
3.914964634,0.0158,0.7894,0.5944,0.988
3.917792759,0.0138,0.7913,0.5968,0.991
3.920947655,0.0128,0.7898,0.5988,0.991
3.92585052,0.0089,0.7918,0.6032,0.995
3.929735155,0.0079,0.7933,0.6042,0.997
3.933903384,0.0035,0.7967,0.6032,0.999
3.93787828,0.0035,0.7981,0.6042,1.001
3.942858384,0.0026,0.7996,0.6076,1.004
3.948277759,0.0040,0.7986,0.6110,1.006
3.953312811,0.0035,0.7977,0.6149,1.007
3.956027291,0.0050,0.7962,0.6149,1.006
3.959883697,0.0045,0.7957,0.6130,1.004
3.963923593,0.0075,0.7942,0.6139,1.004
3.969110676,0.0094,0.7938,0.6130,1.003
3.972639739,0.0094,0.7928,0.6110,1.001
3.976064009,0.0084,0.7918,0.6081,0.998
3.98542677,0.0089,0.7903,0.6066,0.996
3.995405936,0.0123,0.7894,0.5993,0.991
3.999919009,0.0143,0.7898,0.5983,0.991
4.003557551,0.0133,0.7918,0.5944,0.990
4.008074061,0.0143,0.7928,0.5890,0.988
4.012638853,0.0133,0.7928,0.5895,0.988
4.015765207,0.0133,0.7947,0.5890,0.989
4.019640416,0.0138,0.7942,0.5895,0.989
4.022556822,0.0138,0.7947,0.5890,0.989
4.025613593,0.0138,0.7957,0.5871,0.989
4.028406561,0.0133,0.7957,0.5871,0.989
4.033590155,0.0128,0.7957,0.5861,0.988
4.038354374,0.0109,0.7938,0.5856,0.986
4.041029061,0.0109,0.7928,0.5861,0.986
4.044637291,0.0099,0.7942,0.5856,0.987
4.048489686,0.0094,0.7928,0.5832,0.984
4.055757499,0.0075,0.7933,0.5846,0.985
4.058327447,0.0050,0.7933,0.5861,0.986
4.060890207,0.0060,0.7938,0.5861,0.987
4.063495259,0.0045,0.7952,0.5876,0.989
4.067453489,0.0040,0.7952,0.5895,0.990
4.071155207,0.0050,0.7962,0.5885,0.990
4.076213697,0.0065,0.7952,0.5939,0.993
4.081819999,0.0070,0.7947,0.5993,0.995
4.085377759,0.0075,0.7923,0.6022,0.995
4.090516353,0.0070,0.7933,0.6061,0.998
4.093916666,0.0035,0.7928,0.6125,1.002
4.096589009,0.0021,0.7928,0.6135,1.002
4.100373124,0.0006,0.7923,0.6144,1.003
4.106047395,0.0001,0.7933,0.6149,1.004
4.108885416,0.0001,0.7918,0.6139,1.002
4.112599895,-0.0004,0.7918,0.6149,1.003
4.116546197,0.0001,0.7918,0.6164,1.003
4.12136328,0.0011,0.7918,0.6179,1.004
4.126333905,0.0031,0.7918,0.6188,1.005
4.128890884,0.0026,0.7933,0.6183,1.006
4.134375676,0.0021,0.7928,0.6174,1.005
4.13874677,0.0011,0.7957,0.6139,1.005
4.145843593,-0.0009,0.7972,0.6110,1.004
4.149328436,-0.0028,0.7977,0.6125,1.006
4.152386509,-0.0023,0.7986,0.6154,1.008
4.156693124,-0.0018,0.7991,0.6149,1.008
4.159537655,-0.0018,0.8021,0.6144,1.010
4.166518124,-0.0033,0.8011,0.6139,1.009
4.169339843,-0.0057,0.7996,0.6115,1.007
4.171986509,-0.0053,0.8011,0.6115,1.008
4.178731874,-0.0062,0.7986,0.6110,1.006
4.181740416,-0.0043,0.7957,0.6081,1.001
4.185071457,-0.0038,0.7972,0.6066,1.002
4.189234947,-0.0038,0.7957,0.6017,0.998
4.191850468,-0.0038,0.7967,0.6003,0.998
4.196514218,-0.0018,0.7947,0.5983,0.995
4.201947707,0.0001,0.7952,0.5978,0.995
4.207412291,0.0040,0.7928,0.5988,0.994
4.212369218,0.0065,0.7923,0.5964,0.992
4.216568541,0.0089,0.7928,0.5959,0.992
4.219128228,0.0099,0.7918,0.5944,0.990
4.221819947,0.0104,0.7908,0.5934,0.989
4.228669634,0.0123,0.7908,0.5939,0.989
4.231949843,0.0128,0.7908,0.5924,0.988
4.235071041,0.0118,0.7913,0.5929,0.989
4.239298801,0.0123,0.7918,0.5939,0.990
4.24247453,0.0118,0.7938,0.5934,0.991
4.247146613,0.0109,0.7962,0.5929,0.993
4.252319895,0.0128,0.7952,0.5929,0.992
4.257051926,0.0128,0.7957,0.5924,0.992
4.262098645,0.0128,0.7933,0.5973,0.993
4.267180988,0.0118,0.7938,0.5998,0.995
4.272063228,0.0133,0.7913,0.6032,0.995
4.278573176,0.0109,0.7903,0.6066,0.996
4.282530884,0.0109,0.7918,0.6091,0.999
4.29078052,0.0084,0.7938,0.6139,1.004
4.295097655,0.0075,0.7918,0.6149,1.003
4.306701249,0.0084,0.7923,0.6169,1.004
4.31134953,0.0089,0.7928,0.6130,1.002
4.314652968,0.0099,0.7903,0.6091,0.998
4.31723927,0.0094,0.7884,0.6066,0.995
4.32246802,0.0084,0.7864,0.6037,0.991
4.327329478,0.0075,0.7879,0.6003,0.991
4.330138593,0.0079,0.7869,0.6022,0.991
4.333684738,0.0094,0.7874,0.6012,0.991
4.337788697,0.0075,0.7864,0.5993,0.989
4.34311104,0.0060,0.7869,0.5988,0.989
4.346142707,0.0050,0.7889,0.5993,0.991
4.350091718,0.0040,0.7908,0.6003,0.993
4.352876145,0.0050,0.7933,0.6007,0.995
4.35611828,0.0055,0.7952,0.6027,0.998
4.359867447,0.0021,0.7962,0.6042,0.999
4.364872447,0.0031,0.8011,0.6042,1.003
4.367789374,0.0016,0.7996,0.6037,1.002
4.372509947,-0.0028,0.7996,0.6017,1.001
4.378219582,-0.0053,0.7996,0.6037,1.002
4.382411145,-0.0053,0.8006,0.6022,1.002
4.384967707,-0.0043,0.8006,0.6003,1.001
4.389654999,-0.0038,0.8001,0.6007,1.001
4.392395155,-0.0038,0.7981,0.5993,0.998
4.395522134,-0.0018,0.7977,0.5993,0.998
4.40236078,0.0006,0.7962,0.5973,0.995
4.405706874,0.0040,0.7938,0.5968,0.993
4.410663957,0.0060,0.7933,0.5968,0.993
4.41524052,0.0089,0.7938,0.5959,0.993
4.417935884,0.0094,0.7918,0.5973,0.992
4.423771405,0.0094,0.7913,0.5978,0.992
4.427677968,0.0109,0.7898,0.5978,0.991
4.434366405,0.0094,0.7913,0.5993,0.993
4.438011874,0.0084,0.7928,0.6003,0.994
4.443157082,0.0040,0.7947,0.6012,0.997
4.448012186,0.0016,0.7972,0.6007,0.998
4.453000832,-0.0009,0.7962,0.6012,0.998
4.455751978,-0.0009,0.7957,0.6012,0.997
4.460439843,-0.0009,0.7981,0.6007,0.999
4.462954113,-0.0004,0.7981,0.6007,0.999
4.468114947,0.0031,0.7957,0.5993,0.996
4.473133645,0.0060,0.7952,0.5988,0.995
4.475766926,0.0084,0.7942,0.5973,0.994
4.478682186,0.0084,0.7947,0.5998,0.996
4.483273905,0.0099,0.7933,0.5998,0.995
4.490738124,0.0104,0.7918,0.5978,0.992
4.494126457,0.0118,0.7918,0.5959,0.991
4.498247968,0.0114,0.7928,0.5973,0.993
4.501076509,0.0118,0.7928,0.5988,0.994
4.505614061,0.0104,0.7903,0.5973,0.991
4.508110832,0.0104,0.7894,0.5988,0.991
4.511566665,0.0114,0.7898,0.5998,0.992
4.51567328,0.0099,0.7894,0.6012,0.992
4.518208436,0.0089,0.7894,0.6003,0.992
4.520838176,0.0094,0.7889,0.6007,0.992
4.523719999,0.0089,0.7889,0.6022,0.992
4.52858927,0.0055,0.7908,0.5998,0.993
4.531793593,0.0045,0.7898,0.6007,0.992
4.536929634,0.0060,0.7923,0.6032,0.996
4.540973905,0.0045,0.7933,0.6032,0.997
4.54435703,0.0050,0.7938,0.6032,0.997
4.548611718,0.0050,0.7952,0.6042,0.999
4.551169426,0.0031,0.7938,0.6037,0.997
4.556170259,0.0026,0.7913,0.6037,0.995
4.561243124,0.0016,0.7918,0.6032,0.995
4.56375328,0.0031,0.7913,0.6027,0.995
4.566957863,0.0045,0.7908,0.6047,0.996
4.571907863,0.0045,0.7923,0.6066,0.998
4.576278384,0.0026,0.8006,0.6042,1.003
4.581059686,0.0060,0.7996,0.6007,1.000
4.583734113,0.0075,0.7991,0.6012,1.000
4.595768697,0.0079,0.7996,0.5998,1.000
4.598678697,0.0016,0.7962,0.6027,0.999
4.610567447,0.0006,0.7942,0.6042,0.998
4.613761197,-0.0013,0.7947,0.6105,1.002
4.618711874,0.0011,0.7923,0.6135,1.002
4.622134478,0.0001,0.7923,0.6149,1.003
4.626129947,0.0021,0.7928,0.6193,1.006
4.628877082,0.0021,0.7942,0.6218,1.009
4.631519999,0.0016,0.7947,0.6208,1.008
4.634322082,0.0026,0.7942,0.6198,1.007
4.639019895,0.0055,0.7918,0.6174,1.004
4.64432927,0.0060,0.7908,0.6144,1.001
4.649113124,0.0060,0.7894,0.6081,0.996
4.654245207,0.0060,0.7908,0.6047,0.996
4.659046145,0.0079,0.7884,0.6012,0.992
4.663924009,0.0089,0.7923,0.6027,0.996
4.666791092,0.0099,0.7913,0.6017,0.994
4.671628592,0.0094,0.7903,0.5993,0.992
4.677712447,0.0109,0.7894,0.5968,0.990
4.681660363,0.0133,0.7908,0.5954,0.990
4.684672186,0.0133,0.7903,0.5944,0.989
4.689505259,0.0128,0.7913,0.5934,0.989
4.694390936,0.0138,0.7918,0.5924,0.989
4.697003853,0.0138,0.7928,0.5934,0.990
4.706591665,0.0148,0.7923,0.5934,0.990
4.709908749,0.0123,0.7933,0.5929,0.990
4.720283384,0.0118,0.7933,0.5959,0.992
4.72489302,0.0104,0.7913,0.5988,0.992
4.73024052,0.0089,0.7898,0.6017,0.993
4.73319052,0.0079,0.7918,0.6027,0.995
4.737151822,0.0104,0.7894,0.6091,0.997
4.742243592,0.0104,0.7903,0.6130,1.000
4.74542729,0.0079,0.7889,0.6139,1.000
4.749377134,0.0070,0.7908,0.6139,1.001
4.752328853,0.0065,0.7913,0.6120,1.000
4.755391249,0.0045,0.7918,0.6115,1.000
4.759373645,0.0016,0.7918,0.6105,1.000
4.761972915,0.0011,0.7923,0.6110,1.001
4.764509738,0.0011,0.7933,0.6130,1.002
4.769808124,0.0016,0.7962,0.6139,1.005
4.772341092,0.0011,0.7947,0.6159,1.005
4.778154374,0.0031,0.7938,0.6120,1.002
4.782208072,0.0045,0.7928,0.6110,1.001
4.787377707,0.0075,0.7903,0.6115,0.999
4.790137551,0.0094,0.7903,0.6115,0.999
4.795645363,0.0104,0.7903,0.6086,0.998
4.80179104,0.0104,0.7923,0.6081,0.999
4.805584478,0.0104,0.7908,0.6032,0.995
4.80977354,0.0128,0.7913,0.5978,0.992
4.812324269,0.0114,0.7908,0.5949,0.990
4.817252186,0.0089,0.7928,0.5900,0.988
4.819936092,0.0079,0.7938,0.5924,0.991
4.822524165,0.0089,0.7918,0.5920,0.989
4.825123436,0.0084,0.7928,0.5910,0.989
4.830287186,0.0065,0.7952,0.5876,0.989
4.835201405,0.0060,0.7928,0.5880,0.987
4.837824426,0.0045,0.7942,0.5895,0.989
4.842911769,0.0045,0.7933,0.5954,0.992
4.847715103,0.0021,0.7947,0.5959,0.993
4.852391822,0.0040,0.7933,0.5978,0.993
4.855117238,0.0031,0.7952,0.5988,0.995
4.859959634,0.0050,0.7933,0.5988,0.994
4.864880988,0.0011,0.7933,0.6032,0.997
